"PL_PAL_ShortDescription","PL_PAL_Identification","PL_ADD_Address1","PL_ADD_Address2","PL_ADD_Zip","PL_ADD_City","PL_ADD_Latitude","PL_ADD_Longitude"
"Yamato Kamihirakyujo","PCJ01074","Yamato Kamihirakyujo","Saitama-ken, Ageo-shi, Ageomura 472-1","362-0013","Ageo","35.988602","139.593509"
"Big-A Kashiwa chuo","PCJ02084","Big-A Kashiwa chuo","Chiba-ken, Kashiwa-shi, Chuo 2 Chome-2-22","277-0023","Kashiwa","35.856381","139.972346"
"Yamato Niikura","PCJ00666","Yamato Niikura","Saitama-ken, Asaka-shi, Dai 252-1","351-0003","Asaka","35.807385","139.613858"
"Big A Irumabusshi","PCJ01865","Big A Irumabusshi","Saitama-ken, Iruma-shi, Bushi, 933-3","358-0053","Iruma","35.838368","139.359632"
"Big-A Kioroshi","PCJ02086","Big-A Kioroshi","Chiba-ken, Inzai-shi, Omori 2552","270-1327","Inzai","35.834600","140.143903"
"Kintetsu Imazato","PCJ01600","Kintetsu Imazato","Osaka-fu, Osaka-shi, Ikuno-ku, Shinimazato 4 Chome-1-17","544-0001","Osaka","34.664722","135.550018"
"Big-A Funabashi Nara","PCJ02322","Big-A Funabashi Nara","Chiba-ken, Funabashi-shi, Narashinodai 4 Chome-46-14","274-0063","Funabashi","35.716151","140.046245"
"Maruetsu Asaka","PCJ02117","Maruetsu Asaka","Saitama-ken, Asaka-shi, Honcho, 1 Chome-12-10","351-0011","Asaka","35.799748","139.593342"
"Welcia Nishishirai","PCJ02329","Welcia Nishishirai","Chiba-ken, Shiroi-shi, Shiroi-shi, 1 Chome-1-26","270-1435","Shirai","35.784950","140.033097"
"Yorkmart Oomiyaminami","PCJ02081","Yorkmart Oomiyaminami","Saitama-ken, Saitama-shi, Minuma-ku, Minaminakano 840-1","337-0042","Saitama","35.909492","139.665189"
"Welcia Hukimitsuruse","PCJ02286","Welcia Hukimitsuruse","Saitama-ken, Fujimi-shi, Tsurusehigashi 2 Chome-7-43","354-0024","Fujimi","35.851423","139.536721"
"Metro Ojieki","PCJ02289","Metro Ojieki","Tokyo-to, Kita-ku, Oji 1 Chome","114-0002","Tokyo","35.753954","139.737552"
"Yamato Kiyomino","PCJ01089","Yamato Kiyomino","Saitama-ken, Yoshikawa-shi, Nakai 1 Chome-153","342-0015","Yoshikawa","35.891636","139.869336"
"Zennisshoku Kitaurawa","PCJ01504","Zennisshoku Kitaurawa","Saitama-ken, Saitama-shi, Urawa-ku, Harigaya, 4 Chome-1-23","330-0075 ","Saitama","35.876510","139.638130"
"Yamato Shiki Honchou","PCJ00656","Yamato Shiki Honchou","Saitama-ken, Shiki-shi, Kamimuneoka 4 Chome-19-20","353-0001","Shiki","35.847308","139.587454"
"Yamato Kamishizu","PCJ01123","Yamato Kamishizu","Chiba-ken, Sakura-shi, Kamishizu 820-2","285-0846","Sakura","35.707422","140.147757"
"Welcia Kashiwashiinoki","PCJ02328","Welcia Kashiwashiinoki","Chiba-ken, Kashiwa-shi, Shiinokidai 2 Chome-1","277-0945","Kashiwa","35.806290","139.985115"
"Yamato Hayama","PCJ01183","Yamato Hayama","Kanagawa-ken, Miura-gun, Hayama-machi, Nagae 859-1","240-0113","Miura","35.282566","139.586589"
"Big-A Narashino Mimo","PCJ02164","Big-A Narashino Mimo","Chiba-ken, Narashino-shi, Mimomi 4 Chome-3-11","275-0002","Narashino","35.689171","140.069518"
"Welcia Nagareyama Ootakanomori","PCJ02340","Welcia Nagareyama Ootakanomori","Chiba-ken, Nagareyama-shi, Nishihatsuishi, 5 Chome-99-3","270-0121","Nagareyama","35.874322","139.919692"
"Welcia Nagareyama Mihara","PCJ02341","Welcia Nagareyama Mihara","Chiba-ken, Nagareyama-shi, Mihara 3 Chome-92-1","270-0103","Nagareyama","35.901233","139.902417"
"JR East Toro","PCJ00726","JR East Toro","Saitama-ken, Saitama-shi, Kita-ku, Torocho 1 Chome","331-0804","Saitama","35.931702","139.632326"
"Super U Saint Sorlin en Valloire","PCG00396","Super U St Sorlin En Valloire ","265 Avenue des Pins","26210","St Sorlin En Valloire","45.289832","4.953346"
"Metro Tatsumieki","PCJ02288","Metro Tatsumieki","Tokyo-to, Koto-ku, Tatsumi 1 Chome-1-44","135-0053","Tokyo","35.645868","139.809145"
"Kansai Super Owadate","PCJ02128","Kansai Super Owadate","Osaka-fu, Osaka-shi, Nishiyodogawa-ku, Owada 2 Chome-2-43","555-0032","Osaka","34.705506","135.446205"
"Heiwado Friendmart","PCJ02156","Heiwado Friendmart","Osaka-fu, Ibaraki-shi, Saitoasagi 1 Chome-2-1","567-0085","Ibaraki","34.854497","135.523571"
"Yamato Yokohamanishi","PCJ01198","Yamato Yokohamanishi","Kanagawa-ken, Yokohama-shi, Naka-ku, Nishikicho 28-1","231-0812","Yokohama","35.429441","139.669199"
"Wakabadai Central Bus Terminal","PCJ01827","Wakabadai Central Bus Terminal","Kanagawa-ken, Yokohama-shi, Asahi-ku, Wakabadai 3 Chome-5","241-0801","Yokohama","35.506156","139.498430"
"Mammy Mart Matsudoshinden","PCJ01913","Mammy Mart Matsudoshinden","Chiba-ken, Matsudo-shi, Matsudo Shinden 30-1","270-2241","Matsudo","35.777256","139.915295"
"Maruetsu Minamigyoto","PCJ02216","Maruetsu Minamigyoto","Chiba-ken, Ichikawa-shi, Ainokawa 4 Chome-14","272-0143","Ichikawa","35.672595","139.900312"
"UR Takashimadaira","PCJ00955","UR Takashimadaira","Tokyo-to, Itabashi-ku, Takashimadaira 3 Chome-10","175-0082","Tokyo","35.788367","139.653835"
"Yamato Kisarazu","PCJ01149","Yamato Kisarazu","Chiba-ken, Kisarazu-shi, Sakuraishinmachi, 4 Chome-16-1","292-0823","Kisarazu","35.363591","139.921950"
"Mammy Mart Kodairaogawa","PCJ01912","Mammy Mart Kodairaogawa","Tokyo-to, Kodaira-shi, Ogawahigashicho 1 Chome-6-20 ","187-0031","Tokyo","35.733119","139.464634"
"Maruetsu Koganehara","PCJ02113","Maruetsu Koganehara","Chiba-ken, Matsudo-shi, Koganehara 7 Chome-18-3","270-0021","Matsudo","35.816690","139.949452"
"Yamato Naganuma","PCJ01109","Yamato Naganuma","Chiba-ken, Chiba-shi, Wakaba-ku, Tonodaicho146","264-0036","Chiba","35.634176","140.124575"
"Yorkmart Fujimi","PCJ02316","Yorkmart Fujimi","Kanagawa-ken, Sagamihara-shi, Fujimi Chuo-ku, 5 Chome-3-1","252-0236","Sagamihara","35.566291","139.376897"
"Inageya Ohanachasha","PCJ01734","Inageya Ohanachasha","Tokyo-to, Katsushika-ku, Shiratori 1 Chome-6-1","125-0063","Tokyo","35.746232","139.843266"
"Yamato Abikotsukushi","PCJ01806","Yamato Abikotsukushi","Chiba-ken, Abiko-shi, Tsukushino 2 Chome-28-7","270-1164","Abiko","35.878342","140.008131"
"Inageya Arakawanishinippori","PCJ01733","Inageya Arakawanishinippori","Tokyo-to, Arakawa-ku, Nishinippori 2 Chome-6-13","116-0013","Tokyo","35.731941","139.773446"
"Inageya Yokohamakaturadai","PCJ01732","Inageya Yokohamakaturadai","Kanagawa-ken, Yokohama-shi, Aoba-ku, Katsuradai 2 Chome-30-2 ","227-0034 ","Yokohama","35.553613","139.502577"
"Yamato Tsuzukinakama","PCJ01272","Yamato Tsuzukinakama","Kanagawa-ken, Yokohama-shi, Tsuzuki-ku, Okumacho 884-1","224-0042","Yokohama","35.530152","139.594591"
"Yamato Makuhari Bay Area","PCJ01118","Yamato Makuhari Bay Area","Chiba-ken, Chiba-shi, Hanamigawa-ku, 4-815","262-0032","Chiba","35.659488","140.051459"
"Nippon Renta a Car Higashikawaguchi","PCJ01500","Nippon Renta a Car Higashikawaguchi","Saitama-ken, Kawaguchi-shi, Higashikawaguchi 3 Chome-6-18","333-0801","Kawaguchi","35.878003","139.745204"
"Yamato Ningyochouke","PCJ02468","Yamato Ningyochouke","Tokyo-to, Chuo-ku, Nihonbashiningyocho, 2 Chome-20-6 ","103-0013","Tokyo","35.685928","139.785050"
"Yorkmart Yamato-chu","PCJ02312","Yorkmart Yamato-chu","Kanagawa-ken, Yamato-shi, Chuo 2 Chome-6-1","242-0021","Yamato","35.471158","139.458580"
"Yamato Hatanosoya","PCJ01251","YAMATO Hadanosoya","Kanagawa-ken, Hadano-shi, Horinishi 16-11","259-1331","Hadano","35.374805","139.192511"
"Yorkmart Tana","PCJ02315","Yorkmart Tana","Kanagawa-ken, Sagamihara-shi, Chuo-ku, Tana 4693-1","252-0244","Sagamihara","35.551561","139.335183"
"Metro Kibaeki","PCJ02287","Metro Kibaeki","Tokyo-to, Koto-ku, Kiba 5 Chome-5","135-0042","Tokyo","35.669746","139.805974"
"Auchan Cambrai","PCF00105","Auchan Cambrai","2 rue jean jaurès ","59161","Escaudoeuvres ","50.184352","3.255350"
"Rakusai Newtown Center","PCJ02136","Rakusai Newtown Center","Kyoto-fu, Kyoto-shi, Nishikyo-ku, Higashisakaidanicho 2-chome 5-8 Oharano","610-1143","Kyoto","34.962594","135.676296"
"Kusatsu Heiwado","PCJ02082","Kusatsu Heiwado","Shiga-ken, Kusatsu-shi, Oji, 1 Chome -10-27","520-0843","Otsu","34.975055","135.899423"
"Welcia Matsudokogasaki","PCJ02337","Welcia Matsudokogasaki","Chiba-ken, Matsudo-shi, Kogasaki 4 Chome 3579","271-0068","Matsudo","35.806258","139.895489"
"Welcia Minamikashiwa","PCJ02327","Welcia Minamikashiwa","Chiba-ken, Kashiwa-shi, Toyoshiki 816-14","277-0863","Kashiwa","35.848110","139.959776"
"Yamato Wakaba","PCJ01105","Yamato Wakaba","Chiba-ken, Chiba-shi,  Wakaba-ku, Oguracho 863-5 ","264-0007","Chiba","35.623008","140.177865"
"Yamato Hodogayaokaza","PCJ01304","Yamato Hodogayaokaza","Kanagawa-ken, Yokohama-shi, Kanagawa-ku, Hazawacho 747-1","221-0863","Yokohama","35.486224","139.585003"
"Yamato Nagareyama","PCJ01803","Yamato Nagareyama","Chiba-ken, Nagareyama-shi, Koya 71-1","270-0118","Nagareyama","35.889021","139.901630"
"Yamato Iioka","PCJ01140","Yamato Iioka","Chiba-ken, Asahi-shi, Ushirogusa 2247-2","289-2613","Asahi","35.725253","140.684104"
"Yamato Kawagoeyoshin","PCJ01371","Yamato Kawagoeyoshin","Ishidahongo, Kawagoe-shi, Saitama-ken, 1053-1","350-0835","Kawagoe","35.936991","139.528498"
"Yorkmart Satte","PCJ02438","Yorkmart Satte","Saitama-ken, Satte-shi, Tenjinshima 1 Chome-43","340-0152","Satte","36.060165","139.724593"
"Welcia Okegawaizumi","PCJ02270","Welcia Okegawaizumi","Saitama-ken, Okegawa-shi, Izumi 1 Chome-8-6","363-0021","Okegawa","35.999893","139.557959"
"Yorkmart Higashiiwatsuki","PCJ02437","Yorkmart Higashiiwatsuki","Saitama-ken, Saitama-shi, Iwatsuki-ku, Suwa 5 Chome-1-1","339-0007","Saitama","35.967988","139.703521"
"Yamato Hodogayabukkocho","PCJ01307","Yamato Hodogayabukkocho","Kanagawa-ken, Yokohama-shi, Hodogaya-ku, Bukkocho 1365","240-0044","Yokohama","35.452564","139.574186"
"Yorkmart Sakawa","PCJ02310","Yorkmart Sakawa","Kanagawa-ken, Odawara-shi, Nishisakawa 1 Chome-9-1","256-0817","Odawara","35.264488","139.184382"
"Yamato Chogo","PCJ01185","Yamato Chogo","Kanagawa-ken, Fujisawa-shi, Chogo, 1981-1","252-0801","Fujisawa","35.418498","139.456176"
"Yorkmart Tsujido Taiheidai","PCJ02317","Yorkmart Tsujido Taiheidai","Kanagawa-ken, Fujisawa-shi, Tsujidotaiheidai 2-10-3","251-0044","Fujisawa","35.333959","139.464449"
"Yamato Kaizuka","PCJ01106","Yamato Kaizuka","Chiba-ken, Chiba-shi, Wakaba-ku, Kaizukacho 1101-13 ","264-0023","Chiba","35.626831","140.146497"
"Yamato Kashiwa Takada center","PCJ01681","Yamato Kashiwa Takada center","Chiba-ken, Kashiwa-shi, Takata 379-13","277-0861","Kashiwa","35.874858","139.950879"
"Yorkmart Katsutadai","PCJ02433","Yorkmart Katsutadai","Chiba-ken, Yachiyo-shi, Katsutadai 1 Chome-33-1","276-0023","Yachiyo","35.713706","140.128109"
"Welcia Adachi Nishiarai","PCJ01958","Welcia Adachi Nishiarai","Tokyo-to, Adachi-ku, Nishiarai 4 Chome 32-14","123-0841","Tokyo","35.788440","139.778870"
"Yorkmart Heiwadai","PCJ02430","Yorkmart Heiwadai","Chiba-ken, Nagareyama-shi, Heiwadai 3 Chome-1-10","270-0157","Nagareyama","35.852259","139.902289"
"YAMATO Naracho","PCJ01039","YAMATO Naracho",,"331-0821","Saitama","35.959652","139.594976"
"YAMATO Miyaharacho","PCJ01040","YAMATO Miyaharacho","Saitama-ken, Saitama-shi, Kita-ku, Miyaharacho 1 Chome 254","331-0812","Saitama","35.935440","139.619368"
"YAMATO Nodayamazaki","PCJ01082","YAMATO Nodayamazaki","Chiba-ken, Noda-shi, Futatsuka 135-10","278-0016","Noda","35.935473","139.901519"
"YAMATO Toyonomachi","PCJ01048","YAMATO Toyonomachi","Saitama-ken, Kasukabe-shi, Choshiguchi 691-1","344-0013","Kasukabe","35.956779","139.789426"
"Yamato Nishikusengen","PCJ01302","Yamato Nishikusengen","Kanagawa-ken, Yokohama-shi, Nishi-ku, Sengencho 4 Chome-334-3","220-0072","Yokohama","35.458365","139.609520"
"YAMATO Otsuna","PCJ01144","YAMATO Otsuna","Chiba-ken, Oamishirasato-shi, Tomida 867","299-3221","Oamishirasato","35.516777","140.326217"
"Welcia Kita Kashiwa","PCJ02326","Welcia Kita Kashiwa","Chiba-ken, Kashiwa-shi, Kitakashiwa 4 Chome 3-12","277-0832","Kashiwa","35.870849","139.987118"
"Welcia Kawagoe Kosemba","PCJ02280","Welcia Kawagoe Kosemba","Saitama-ken, Kawagoe-shi, Kosenba 694-8","350-0031","Kawagoe","35.919602","139.501608"
"YAMATO Funabashi Nishiura Center","PCJ01795","YAMATO Funabashi Nishiura Center","Chiba-ken, Funabashi-shi, Nishiura 2 Chome 10-12","273-0017","Funabashi","35.688420","139.966534"
"Yorkmart Minami-Motojyuku","PCJ02319","Yorkmart Minami Motojyuku","Saitama-ken, Saitama-shi, Sakura-ku, Minamimotojuku 2 Chome 8-1","338-0831","Saitama","35.861339","139.628344"
"FNAC Lille","PCF00108","FNAC Lille","Rue des Tanneurs","59041","LILLE","50.635871","3.065209"
"Yorkmart Isehara","PCJ02178","Yorkmart Isehara","Kanagawa-ken, Isehara-shi, Itado 8","259-1145","Isehara","35.403230","139.295100"
"Yorkmart Rokkoudai","PCJ02431","Yorkmart Rokkoudai","Chiba-ken, Matsudo-shi, Rokkodai 7 Chome-98-1","270-2203","Matsudo","35.800761","139.985730"
"Yorkmart Yachiyomura","PCJ02434","Yorkmart Yachiyomura","Chiba-ken, Yachiyo-shi, Murakami 2089-1","276-0028","Yachiyo","35.720995","140.127053"
"JR Kyushu Yoshizuka","PCJ01630","JR Kyushu Yoshizuka","Fukuoka-ken, Fukuoka-shi, Hakata-ku, Yoshizukahonmachi 13-28","812-0046","Fukuoka","33.606417","130.423782"
"YAMATO Matsudo Shinden","PCJ01407","YAMATO Matsudo Shinden","Chiba-ken, Matsudo-shi, Ohashi 1119-1","270-2224","Matsudo","35.771245","139.921209"
"Yorkmart Hananoi","PCJ02436","Yorkmart Hananoi","Chiba-ken, Kashiwa-shi, Hananoi 681","277-0812","Kashiwa","35.893778","139.963417"
"Yorkmart Tateba","PCJ02306","Yorkmart Tateba","Kanagawa-ken, Yokohama-shi, Izumi-ku, Izumichuokita 2 Chome 1-1","245-0024","Yokohama","35.415245","139.499297"
"YAMATO Iwatsuki Higashi","PCJ01049","YAMATO Iwatsuki Higashi","Saitama-ken, Saitama-shi, Iwatsuki-ku, Shiromachi 2 Chome 11-21","339-0053","Saitama","35.946684","139.712931"
"YAMATO Togane","PCJ01141","YAMATO Togane","Chiba-ken, Togane-shi, Ienoko 473-5","283-0001","Togane","35.585846","140.388790"
"YAMATO Ichikawaonita","PCJ01397","YAMATO Ichikawaonita","Chiba-ken, Ichikawa-shi, Futamata 1 Chome 7-21","272-0001","Ichikawa","35.705875","139.950973"
"Yamato Noda","PCJ01081","Yamato Noda","Chiba-ken, Noda-shi, Tsutsumidai 143-1","278-0044","Noda","35.950791","139.847759"
"Yamato Hatanotsurumaki","PCJ01725","Yamato Hatanotsurumaki","Kanagawa-ken, Hiratsuka-shi, Tsuchiya 1266-1","259-1205","Hiratsuka","35.355124","139.269153"
"Yamato Sajikawa","PCJ01066","Yamato Sajikawa","Saitama-ken, Saitama-shi, Nishi-ku, Mizuhata 17-1","331-0059","Saitama","35.899005","139.589777"
"Welcia Matsudotakatsuka","PCJ02339","Welcia Matsudotakatsuka","Chiba-ken, Matsudo-shi, Shinden Takatsuka 252-12","270-2222","Matsudo","35.753134","139.937865"
"Yamato Sekiyado","PCJ01083","Yamato Sekiyado","Chiba-ken, Noda-shi, Kimagase 5255-1","270-0222","Noda","36.012005","139.833828"
"Yamato Kazofujimi","PCJ01037","Yamato Kazofujimi","Saitama-ken, Kazo-shi, Minamicho 9-1","347-0031","Kazo","36.118859","139.597388"
"Inageya Yokohama Nishigaoka","PCJ02359","Inageya Yokohama Nishigaoka","Kanagawa-ken, Yokohama-shi, Izumi-ku, Nishigaoka 1 Chome-2-1","245-0006","Yokohama","35.426391","139.512725"
"Auchan Villepinte Supermarche","PCF00107","Auchan Villepinte Supermarche","BOULEVARD ROBERT BALLANGER","93420","VILLEPINTE","48.992823","2.519146"
"Undiz Orléans","PCF00102","Undiz Orléans","Centre commercial Place d'Arc, ","45000","Orléans","47.907597","1.905971"
"Matsubara Saketen","PCJ02230","Matsubara Saketen","Saitama-ken, Saitama-shi, Kita-ku, Miyaharacho 2 Chome 16-1","331-0812","Saitama","35.939878","139.612186"
"Gare de Sélestat","PCG00394","Gare de Sélestat","2 Place de la gare","67600","Sélestat","48.259777","7.442921"
"YAMATO Funabashi Fujiwara","PCJ01399","YAMATO Funabashi Fujiwara","Chiba-ken, Funabashi-shi, Fujiwara, 3 Chome 18-28","273-0047","Funabashi","35.740081","139.977428"
"Yamato Funabashiichi","PCJ01796","Yamato Funabashiichi","Chiba-ken, Funabashi-shi, Ichiba 4 Chome-9-15","273-0001","Funabashi","35.702432","140.000003"
"Big-a Matsudo Tokiwadaira","PCJ02166","Big-a Matsudo Tokiwadaira","Chiba-ken, Matsudo-shi, Tokiwadaira 3 Chome 15-3","270-2261","Matsudo","35.802600","139.954728"
"Yamato Tsuzukisaedo","PCJ01279","Yamato Tsuzukisaedo","Kanagawa-ken, Yokohama-shi, Tsuzuki-ku, Ikonobecho 2345-1 ","224-0053","Yokohama","35.524020","139.565384"
"Yamato Kouhoku Takada","PCJ01270","Yamato Kouhoku Takada","Kanagawa-ken, Yokohama-shi, Kouhoku-ku","223-0058","Yokohama","35.549101","139.615503"
"YAMATO Ikegami","PCJ01190","YAMATO Ikegami","Kanagawa-ken, Yokosuka-shi, Hirasaku 4 Chome-7-30","238-0032","Yokosuka","35.254024","139.642058"
"YAMATO Urayasu Kitasakae","PCJ01799","YAMATO Urayasu Kitasakae","Chiba-ken, Urayasu-shi, Higashino 1 Chome 18-29","279-0042","Urayasu","35.651641","139.896123"
"Yamato Asahisachigao","PCJ01308","Yamato Asahisachigao","Kanagawa-ken, Yokohama-shi, Asahi-ku, Sachigaoka 75-1","241-0822","Yokohama","35.459079","139.524760"
"Big-a Nishiageo","PCJ02161","Big-a Nishiageo","Saitama-ken, Ageo-shi, Nakabun 1 Chome 15-6","362-0067","Ageo","35.968989","139.560377"
"YAMATO Fuchinobehoncho","PCJ01244","YAMATO Fuchinobehoncho","Kanagawa-ken, Sagamihara-shi, Chuo-ku,  Fuchinobehoncho 2 Chome-5-17","252-0202","Sagamihara","35.572004","139.400427"
"Big-a Adachi Nishiaraihonchomae","PCJ02829","Big-a Adachi Nishiaraihonchomae","Tokyo-to, Adachi-ku, Nishiaraihoncho 4 Chome-25-5","123-0845","Tokyo","35.772528","139.776844"
"Big-a Otsugaoka","PCJ02167","Big-a Otsugaoka","Chiba-ken, Kashiwa-shi, Otsugaoka 1 Chome 57-1","277-0921","Kashiwa","35.840680","140.003425"
"YAMATO Fukasaku","PCJ01075","YAMATO Fukasaku","Saitama-ken, Saitama-shi, Minuma-ku, Fukasaku1 Chome 33-8","337-0003","Saitama","35.947548","139.667287"
"YAMATO Sagamiharatana","PCJ01723","YAMATO Sagamiharatana","Kanagawa-ken, Sagamihara-shi, Chuo-ku, Tana 3519-1","252-0244","Sagamihara","35.567003","139.342580"
"YAMATO Funabashi Narashinodai","PCJ01812","YAMATO Funabashi Narashinodai","Chiba-ken, Funabashi-shi, Narashinodai 8 Chome-47-14","274-0063","Funabashi","35.718943","140.063429"
"YAMATO Okegawa Sakai","PCJ01385","YAMATO Okegawa Sakai","Saitama-ken, Okegawa-shi, Sakada 767-1","363-0008","Okegawa","36.016971","139.575999"
"YAMATO Tsurugashima Suneori","PCJ01346","YAMATO Tsurugashima Suneori",,"350-2211","Tsurugashima","35.943909","139.390529"
"YAMATO Kawagoekujirai","PCJ01364","YAMATO Kawagoekujirai","Saitama-ken, Kawagoe-shi, Kujirai 1805","350-0815","Kawagoe","35.935151","139.444531"
"YAMATO Matsubushi","PCJ01090","YAMATO Matsubushi","Saitama-ken, Kitakatsushika-gun, Matsubushi-machi, Okawado, 127","343-0106","Kitakatsushika","35.940807","139.815354"
"FNAC Bordeaux","PCF00073","FNAC Bordeaux",,"33000","Bordeaux","44.839439","-0.573652"
"Zennisshoku Rakuseioe","PCJ01888","Zennisshoku Rakuseioe","Kyoto-fu, Kyoto-shi, Nishikyo-ku, 5-chome Oenishishinbayashicho 1-2","610-1141","Kyoto","34.968822","135.666901"
"Kyoto International Cinema Festival","PCJ02785","Kyoto International Cinema Festival","Kyoto-fu, Kyoto-shi, Sakyo-ku, Okazaki Saishojicho, 13","606-8342","Kyoto","35.014294","135.780576"
"Yorkmart Okegawa","PCJ02185","Yorkmart Okegawa","Saitama-ken, Okegawa-shi, Suehiro, 2 Chome 1-34","363-0012","Okegawa","36.002280","139.570035"
"Yamato Sakadochiyoda","PCJ01348","Yamato Sakadochiyoda","Saitama-ken, Tsukago-shi, Sakado 1141-1","350-0209","Tsukago","35.961322","139.422242"
"Yamato Sakadonissai","PCJ01350","Yamato Sakadonissai","Saitama-ken, Sakado-shi, Zennoji 309-1","350-0256","Sakado","35.960619","139.357351"
"Yamato Takeishi","PCJ01120","Yamato Takeishi","Chiba-ken, Chiba-shi, Hanamigawa-ku,Takeishicho 1 Chome-396-1","262-0031","Chiba","35.667674","140.065235"
"Yamato Kamagaya","PCJ01395","Yamato Kamagaya","Chiba-ken, Kamagaya-shi, Hatsutomi 800-57","273-0121 ","Kamagaya","35.777182","140.018845"
"Yamato Abiko Fusaheiwadai","PCJ01805","Yamato Abiko Fusaheiwadai","Chiba-ken, Abiko-shi, Fusa 1089-6","270-1101","Abiko","35.859098","140.124364"
"Yamato Sakadochuo","PCJ01349","Yamato Sakadochuo","Saitama-ken, Sakado-shi, Tsukagoshi 861-1","350-0209","Sakado","35.971567","139.419042"
"Yorkmart Hanamigawa","PCJ02429","Yorkmart Hanamigawa","Chiba-ken, Chiba-shi, Hanamigawa-ku, Kashiwai 1 Chome-1-25","262-0048","Chiba","35.691195","140.092422"
"Yamato Minamifujisawa","PCJ01192","Yamato Minamifujisawa","Kanagawa-ken, Fujisawa-shi, Mirokuji 106","251-0016","Fujisawa","35.334154","139.502400"
"Yamato Sayamaokutomi","PCJ01356","Yamato Sayamaokutomi","Saitama-ken, Sayama-shi, Kamiokutomi 321-2","350-1333","Sayama","35.872137","139.420076"
"Yamato Sayamairiso","PCJ01361","Yamato Sayamairiso","Saitama-ken, Sayama-shi, Horigane 1716-1","350-1312","Sayama","35.841200","139.442407"
"Seibu Properties Higashinagasaki","PCJ02777","Seibu Properties Higashinagasaki","Tokyo-to, Toshima-ku, Minaminagasaki 5 Chome-33-12","171-0052","Toshima","35.730124","139.682731"
"Yamato Kami Iida","PCJ01171","Yamato Kami Iida","Kanagawa-ken, Yokohama-shi, Izumi-ku, Kamiiidacho, 4537-1","245-0018","Yokohama","35.442949","139.480355"
"Maruetsu Okuboekimae","PCJ02894","Maruetsu Okuboekimae","Chiba-ken, Narashino-shi, Okubo 1 Chome-11-20","275-0011","Narashino","35.687118","140.046616"
"Yorkmart Yachiyodai","PCJ02813","Yorkmart Yachiyodai","Chiba-ken, Yachiyo-shi, Yachiyodaikita 10-24-1","276-0031","Yachiyo","35.712393","140.090387"
"Yorkmart Kitamoto Futatsuya","PCJ02320-171810","Yorkmart Kitamoto Futatsuya","Saitama-ken, Kitamoto-shi, Futatsuya 4-118-1","364-0014","Kitamoto","36.011155","139.553001"
"Yorkmart Hadano Midoricho","PCJ02314","Yorkmart Hadano Midoricho","Kanagawa-ken, Hadano-shi, Midoricho 15-7","257-0054","Hadano","35.374413","139.208608"
"Miel Kawaguchi","PCJ00922","Miel Kawaguchi","Saitama-ken, Kawaguchi-shi, 2 Chome-7-25 Honcho","332-0012","Kawaguchi","35.800753","139.727916"
